filename,0,1,2,3,4
1485.png,10.0,10.0,3.0,8.0,8.0
361.png,10.0,10.0,1.0,9.0,3.0
1450.png,10.0,1.0,3.0,4.0,1.0
1749.png,10.0,10.0,10.0,1.0,7.0
1061.png,10.0,10.0,3.0,4.0,5.0
91.png,10.0,10.0,10.0,5.0,8.0
940.png,10.0,10.0,3.0,2.0,7.0
426.png,10.0,10.0,10.0,2.0,7.0
1479.png,10.0,10.0,4.0,1.0,0.0
1510.png,10.0,10.0,10.0,2.0,2.0
445.png,10.0,10.0,5.0,7.0,0.0
251.png,10.0,10.0,10.0,4.0,6.0
88.png,10.0,10.0,4.0,6.0,4.0
606.png,10.0,10.0,10.0,9.0,7.0
1442.png,10.0,10.0,10.0,5.0,1.0
318.png,10.0,10.0,2.0,9.0,1.0
925.png,10.0,10.0,10.0,7.0,7.0
49.png,10.0,10.0,3.0,3.0,0.0
584.png,10.0,10.0,2.0,1.0,3.0
1797.png,10.0,5.0,0.0,0.0,1.0
1662.png,10.0,10.0,1.0,3.0,5.0
1272.png,10.0,10.0,2.0,1.0,7.0
1196.png,10.0,10.0,1.0,5.0,0.0
774.png,10.0,10.0,5.0,8.0,0.0
288.png,10.0,1.0,4.0,7.0,1.0
1806.png,10.0,10.0,10.0,6.0,8.0
1384.png,10.0,10.0,1.0,5.0,9.0
947.png,10.0,10.0,10.0,5.0,0.0
345.png,10.0,10.0,10.0,10.0,8.0
1135.png,10.0,10.0,7.0,6.0,0.0
281.png,10.0,10.0,10.0,4.0,6.0
6.png,10.0,10.0,10.0,3.0,1.0
275.png,10.0,10.0,10.0,1.0,0.0
235.png,10.0,10.0,10.0,2.0,9.0
1692.png,10.0,10.0,2.0,5.0,0.0
1459.png,10.0,10.0,4.0,8.0,4.0
1222.png,10.0,10.0,4.0,5.0,0.0
863.png,10.0,10.0,10.0,10.0,6.0
1245.png,10.0,10.0,1.0,0.0,6.0
548.png,10.0,10.0,3.0,9.0,0.0
1425.png,10.0,10.0,2.0,3.0,0.0
1697.png,10.0,10.0,10.0,5.0,5.0
209.png,10.0,10.0,2.0,1.0,7.0
233.png,10.0,10.0,10.0,4.0,5.0
620.png,10.0,10.0,4.0,2.0,1.0
71.png,10.0,10.0,10.0,6.0,5.0
1464.png,10.0,10.0,10.0,1.0,9.0
1808.png,10.0,10.0,10.0,2.0,2.0
1569.png,10.0,10.0,1.0,5.0,0.0
511.png,10.0,10.0,10.0,5.0,7.0
1404.png,10.0,10.0,10.0,1.0,0.0
1499.png,10.0,10.0,10.0,10.0,3.0
1831.png,10.0,10.0,10.0,10.0,8.0
309.png,10.0,10.0,1.0,2.0,7.0
1487.png,10.0,10.0,3.0,2.0,5.0
1595.png,10.0,10.0,1.0,6.0,2.0
1530.png,10.0,10.0,10.0,1.0,0.0
461.png,10.0,10.0,10.0,2.0,0.0
1073.png,10.0,10.0,2.0,3.0,9.0
740.png,10.0,10.0,7.0,5.0,1.0
798.png,10.0,10.0,10.0,4.0,2.0
908.png,10.0,10.0,1.0,5.0,3.0
914.png,10.0,10.0,2.0,4.0,0.0
207.png,10.0,10.0,10.0,1.0,0.0
579.png,10.0,10.0,2.0,2.0,8.0
1247.png,10.0,10.0,1.0,8.0,8.0
1605.png,10.0,10.0,10.0,3.0,1.0
776.png,10.0,10.0,10.0,7.0,7.0
1579.png,10.0,10.0,10.0,10.0,1.0
1396.png,10.0,10.0,10.0,10.0,1.0
1536.png,10.0,10.0,10.0,3.0,8.0
582.png,10.0,10.0,1.0,5.0,2.0
597.png,10.0,10.0,1.0,8.0,1.0
1695.png,10.0,10.0,3.0,4.0,4.0
1827.png,10.0,10.0,2.0,1.0,2.0
847.png,10.0,10.0,10.0,2.0,9.0
470.png,10.0,10.0,1.0,6.0,6.0
1123.png,10.0,10.0,2.0,0.0,6.0
572.png,10.0,10.0,10.0,5.0,2.0
1564.png,10.0,10.0,10.0,5.0,6.0
64.png,10.0,10.0,3.0,9.0,0.0
1681.png,10.0,10.0,1.0,0.0,4.0
1387.png,10.0,10.0,5.0,6.0,9.0
1618.png,10.0,10.0,10.0,2.0,7.0
344.png,10.0,10.0,2.0,3.0,0.0
1033.png,10.0,10.0,10.0,1.0,2.0
400.png,10.0,10.0,1.0,1.0,8.0
664.png,10.0,10.0,10.0,2.0,2.0
40.png,10.0,10.0,10.0,6.0,2.0
45.png,10.0,10.0,1.0,6.0,8.0
881.png,10.0,10.0,2.0,3.0,3.0
876.png,10.0,10.0,2.0,7.0,9.0
112.png,10.0,10.0,3.0,9.0,0.0
1712.png,10.0,10.0,10.0,10.0,9.0
163.png,10.0,10.0,2.0,3.0,8.0
592.png,10.0,10.0,1.0,2.0,2.0
1181.png,10.0,10.0,1.0,3.0,3.0
1390.png,10.0,10.0,1.0,4.0,3.0
393.png,10.0,10.0,2.0,0.0,1.0
1743.png,10.0,3.0,5.0,8.0,3.0
1684.png,10.0,10.0,1.0,1.0,3.0
1688.png,10.0,10.0,10.0,1.0,4.0
1762.png,10.0,10.0,5.0,5.0,0.0
357.png,10.0,10.0,1.0,9.0,7.0
328.png,10.0,10.0,10.0,9.0,5.0
1738.png,10.0,10.0,10.0,7.0,0.0
1083.png,10.0,10.0,10.0,1.0,6.0
97.png,10.0,10.0,1.0,3.0,5.0
478.png,10.0,10.0,10.0,4.0,0.0
1822.png,10.0,10.0,10.0,7.0,4.0
300.png,10.0,10.0,2.0,3.0,0.0
628.png,10.0,10.0,10.0,7.0,8.0
641.png,10.0,10.0,3.0,5.0,0.0
840.png,10.0,10.0,5.0,8.0,7.0
69.png,10.0,10.0,10.0,5.0,7.0
1226.png,10.0,10.0,3.0,1.0,3.0
1472.png,10.0,10.0,8.0,4.0,4.0
180.png,10.0,10.0,10.0,7.0,7.0
893.png,10.0,10.0,10.0,10.0,2.0
891.png,10.0,10.0,3.0,0.0,7.0
32.png,10.0,10.0,2.0,9.0,5.0
1900.png,10.0,10.0,10.0,1.0,6.0
360.png,10.0,10.0,1.0,6.0,5.0
1300.png,10.0,10.0,10.0,7.0,2.0
170.png,10.0,10.0,1.0,0.0,1.0
1627.png,10.0,10.0,10.0,5.0,2.0
203.png,10.0,10.0,10.0,5.0,4.0
54.png,10.0,10.0,10.0,10.0,7.0
1211.png,10.0,10.0,1.0,5.0,5.0
951.png,10.0,10.0,10.0,2.0,7.0
433.png,10.0,10.0,1.0,2.0,7.0
1200.png,10.0,10.0,5.0,9.0,0.0
561.png,10.0,2.0,0.0,0.0,0.0
242.png,10.0,10.0,4.0,3.0,4.0
1539.png,10.0,10.0,9.0,2.0,6.0
992.png,10.0,10.0,10.0,6.0,2.0
1457.png,10.0,10.0,1.0,4.0,2.0
717.png,10.0,10.0,1.0,9.0,0.0
58.png,10.0,10.0,3.0,0.0,1.0
1609.png,10.0,10.0,10.0,4.0,6.0
1721.png,10.0,10.0,10.0,1.0,5.0
550.png,10.0,10.0,2.0,5.0,7.0
1807.png,10.0,10.0,3.0,4.0,9.0
558.png,10.0,7.0,0.0,8.0,6.0
1698.png,10.0,10.0,10.0,4.0,7.0
726.png,10.0,10.0,10.0,10.0,6.0
697.png,10.0,10.0,1.0,2.0,5.0
1443.png,10.0,1.0,1.0,0.0,8.0
1133.png,10.0,10.0,5.0,2.0,3.0
1441.png,10.0,10.0,10.0,4.0,0.0
1054.png,10.0,10.0,7.0,8.0,7.0
731.png,10.0,10.0,4.0,4.0,1.0
123.png,10.0,1.0,0.0,7.0,1.0
777.png,10.0,10.0,10.0,7.0,4.0
1591.png,10.0,10.0,10.0,7.0,8.0
1568.png,10.0,10.0,10.0,6.0,2.0
1755.png,10.0,10.0,2.0,2.0,9.0
354.png,10.0,10.0,6.0,5.0,9.0
943.png,10.0,10.0,3.0,8.0,5.0
1785.png,10.0,10.0,1.0,5.0,2.0
1452.png,10.0,10.0,10.0,1.0,4.0
1705.png,10.0,10.0,10.0,1.0,6.0
343.png,10.0,10.0,2.0,2.0,7.0
1616.png,10.0,10.0,4.0,4.0,7.0
33.png,10.0,10.0,6.0,0.0,7.0
674.png,10.0,10.0,1.0,7.0,0.0
1057.png,10.0,10.0,9.0,7.0,5.0
1463.png,10.0,10.0,1.0,7.0,0.0
1792.png,10.0,10.0,2.0,8.0,9.0
631.png,10.0,10.0,2.0,8.0,9.0
62.png,10.0,10.0,10.0,7.0,5.0
5.png,10.0,10.0,2.0,8.0,8.0
1065.png,10.0,10.0,1.0,7.0,1.0
644.png,10.0,10.0,2.0,8.0,7.0
745.png,10.0,10.0,10.0,8.0,1.0
1020.png,10.0,10.0,3.0,6.0,5.0
1385.png,10.0,10.0,2.0,5.0,5.0
1426.png,10.0,10.0,10.0,2.0,0.0
1594.png,10.0,1.0,2.0,8.0,5.0
66.png,10.0,10.0,10.0,5.0,0.0
1689.png,10.0,10.0,10.0,10.0,7.0
686.png,10.0,10.0,10.0,3.0,9.0
1631.png,10.0,10.0,10.0,4.0,4.0
1622.png,10.0,10.0,8.0,1.0,6.0
791.png,10.0,1.0,3.0,0.0,1.0
1177.png,10.0,10.0,10.0,1.0,3.0
1734.png,10.0,10.0,2.0,9.0,3.0
113.png,10.0,10.0,10.0,7.0,8.0
1202.png,10.0,10.0,10.0,5.0,8.0
1031.png,10.0,10.0,2.0,1.0,5.0
1432.png,10.0,10.0,2.0,2.0,1.0
1810.png,10.0,10.0,10.0,9.0,1.0
1124.png,10.0,10.0,7.0,5.0,7.0
980.png,10.0,10.0,10.0,1.0,2.0
245.png,10.0,10.0,1.0,1.0,0.0
1142.png,10.0,10.0,3.0,4.0,0.0
1561.png,10.0,10.0,10.0,4.0,5.0
575.png,10.0,10.0,10.0,6.0,7.0
43.png,2.0,5.0,5.0,1.0,7.0
1308.png,10.0,10.0,2.0,5.0,6.0
185.png,10.0,10.0,10.0,10.0,2.0
1646.png,10.0,10.0,2.0,1.0,0.0
729.png,10.0,10.0,10.0,10.0,7.0
650.png,10.0,10.0,1.0,2.0,6.0
790.png,10.0,10.0,4.0,0.0,3.0
419.png,10.0,10.0,1.0,1.0,4.0
988.png,10.0,10.0,2.0,2.0,7.0
978.png,10.0,10.0,2.0,1.0,3.0
1805.png,10.0,10.0,10.0,1.0,0.0
676.png,10.0,10.0,1.0,1.0,9.0
1342.png,10.0,10.0,1.0,0.0,0.0
1030.png,10.0,10.0,10.0,10.0,8.0
542.png,10.0,10.0,6.0,2.0,3.0
880.png,10.0,10.0,10.0,4.0,8.0
723.png,10.0,10.0,2.0,2.0,7.0
633.png,10.0,10.0,7.0,7.0,0.0
1107.png,10.0,10.0,10.0,3.0,1.0
1775.png,10.0,10.0,10.0,4.0,6.0
4.png,10.0,10.0,10.0,3.0,0.0
1043.png,10.0,10.0,5.0,8.0,8.0
1087.png,10.0,10.0,2.0,0.0,8.0
1547.png,10.0,10.0,3.0,7.0,8.0
1533.png,10.0,10.0,10.0,5.0,8.0
95.png,10.0,10.0,10.0,2.0,3.0
1429.png,10.0,10.0,2.0,8.0,7.0
1152.png,10.0,10.0,1.0,2.0,5.0
1077.png,10.0,10.0,10.0,2.0,5.0
874.png,10.0,10.0,10.0,10.0,8.0
1266.png,10.0,10.0,3.0,1.0,7.0
1879.png,10.0,10.0,1.0,1.0,2.0
1060.png,10.0,10.0,10.0,1.0,5.0
116.png,10.0,1.0,0.0,2.0,9.0
1713.png,10.0,10.0,3.0,1.0,6.0
1297.png,10.0,10.0,10.0,1.0,2.0
1828.png,10.0,10.0,10.0,4.0,3.0
391.png,10.0,10.0,3.0,1.0,1.0
356.png,10.0,10.0,1.0,2.0,9.0
530.png,10.0,10.0,1.0,0.0,9.0
102.png,10.0,10.0,10.0,8.0,4.0
453.png,10.0,10.0,6.0,4.0,6.0
194.png,10.0,10.0,1.0,0.0,1.0
353.png,10.0,10.0,10.0,2.0,2.0
1140.png,10.0,10.0,3.0,6.0,3.0
905.png,10.0,10.0,10.0,4.0,0.0
587.png,10.0,10.0,10.0,10.0,3.0
321.png,10.0,10.0,10.0,8.0,2.0
1780.png,10.0,10.0,3.0,5.0,6.0
1513.png,10.0,10.0,3.0,8.0,0.0
39.png,10.0,10.0,1.0,0.0,1.0
1059.png,10.0,10.0,10.0,5.0,8.0
1072.png,10.0,10.0,4.0,7.0,5.0
1644.png,10.0,10.0,10.0,2.0,6.0
765.png,10.0,2.0,0.0,5.0,5.0
829.png,10.0,10.0,1.0,6.0,6.0
228.png,10.0,10.0,10.0,4.0,6.0
636.png,10.0,10.0,2.0,8.0,5.0
406.png,10.0,10.0,2.0,5.0,3.0
786.png,10.0,10.0,4.0,9.0,5.0
1886.png,10.0,10.0,10.0,6.0,1.0
60.png,10.0,10.0,1.0,4.0,9.0
15.png,10.0,10.0,5.0,7.0,5.0
308.png,10.0,10.0,1.0,1.0,8.0
698.png,10.0,10.0,10.0,1.0,5.0
100.png,10.0,10.0,5.0,3.0,5.0
669.png,10.0,10.0,10.0,10.0,2.0
1846.png,10.0,10.0,1.0,4.0,6.0
849.png,10.0,1.0,4.0,5.0,0.0
954.png,10.0,10.0,10.0,1.0,0.0
623.png,10.0,10.0,1.0,0.0,0.0
1174.png,10.0,10.0,10.0,3.0,4.0
1102.png,10.0,10.0,10.0,1.0,5.0
171.png,10.0,10.0,10.0,7.0,3.0
240.png,10.0,1.0,2.0,8.0,6.0
1776.png,10.0,10.0,10.0,10.0,4.0
152.png,10.0,10.0,3.0,8.0,5.0
1325.png,10.0,10.0,1.0,2.0,8.0
841.png,10.0,10.0,3.0,9.0,3.0
1029.png,10.0,10.0,2.0,2.0,2.0
430.png,10.0,10.0,1.0,3.0,9.0
1400.png,10.0,10.0,6.0,6.0,1.0
390.png,10.0,10.0,10.0,5.0,2.0
1394.png,10.0,1.0,7.0,4.0,0.0
1151.png,10.0,10.0,1.0,6.0,7.0
1438.png,10.0,10.0,3.0,4.0,9.0
1794.png,10.0,10.0,1.0,1.0,9.0
1873.png,10.0,10.0,3.0,6.0,5.0
169.png,10.0,10.0,10.0,2.0,5.0
156.png,10.0,10.0,2.0,6.0,5.0
990.png,10.0,10.0,3.0,0.0,6.0
632.png,10.0,10.0,10.0,8.0,5.0
108.png,10.0,10.0,10.0,3.0,0.0
675.png,10.0,10.0,10.0,10.0,0.0
1709.png,10.0,10.0,1.0,3.0,1.0
1679.png,10.0,10.0,10.0,7.0,6.0
885.png,10.0,10.0,7.0,4.0,9.0
638.png,10.0,10.0,3.0,3.0,0.0
424.png,10.0,10.0,10.0,3.0,3.0
398.png,10.0,10.0,1.0,0.0,3.0
442.png,10.0,10.0,10.0,6.0,7.0
1154.png,10.0,10.0,7.0,9.0,1.0
1733.png,10.0,10.0,10.0,2.0,8.0
787.png,10.0,10.0,10.0,6.0,2.0
1818.png,10.0,10.0,1.0,7.0,7.0
1789.png,10.0,10.0,1.0,7.0,1.0
1716.png,10.0,10.0,2.0,7.0,2.0
184.png,10.0,10.0,10.0,1.0,2.0
1263.png,10.0,10.0,10.0,9.0,2.0
651.png,10.0,10.0,4.0,0.0,5.0
714.png,10.0,10.0,10.0,4.0,0.0
1883.png,10.0,10.0,10.0,3.0,5.0
751.png,10.0,10.0,10.0,10.0,2.0
1218.png,10.0,10.0,5.0,2.0,3.0
843.png,10.0,10.0,10.0,7.0,6.0
1148.png,10.0,10.0,7.0,7.0,5.0
290.png,10.0,1.0,0.0,5.0,0.0
1602.png,10.0,10.0,1.0,3.0,4.0
1815.png,10.0,1.0,2.0,7.0,7.0
619.png,10.0,10.0,10.0,4.0,7.0
1778.png,10.0,10.0,10.0,4.0,1.0
265.png,10.0,10.0,10.0,2.0,4.0
528.png,10.0,10.0,10.0,6.0,3.0
1613.png,10.0,10.0,10.0,2.0,7.0
1658.png,10.0,10.0,10.0,3.0,7.0
949.png,10.0,10.0,1.0,1.0,2.0
678.png,10.0,10.0,10.0,4.0,9.0
823.png,10.0,10.0,1.0,9.0,1.0
304.png,10.0,10.0,10.0,5.0,1.0
898.png,10.0,10.0,10.0,3.0,4.0
151.png,10.0,10.0,10.0,9.0,2.0
1173.png,10.0,10.0,1.0,1.0,0.0
1757.png,10.0,10.0,2.0,1.0,9.0
411.png,10.0,10.0,10.0,9.0,6.0
1372.png,10.0,10.0,4.0,7.0,4.0
851.png,10.0,10.0,10.0,2.0,1.0
903.png,10.0,10.0,10.0,2.0,1.0
634.png,10.0,10.0,3.0,9.0,6.0
626.png,10.0,10.0,1.0,3.0,9.0
1483.png,10.0,10.0,10.0,2.0,7.0
1006.png,10.0,10.0,10.0,9.0,2.0
767.png,10.0,10.0,7.0,9.0,0.0
118.png,10.0,10.0,2.0,5.0,3.0
1783.png,10.0,10.0,1.0,7.0,3.0
998.png,10.0,10.0,10.0,10.0,5.0
1130.png,10.0,10.0,10.0,3.0,1.0
1128.png,10.0,10.0,1.0,1.0,0.0
724.png,10.0,1.0,3.0,3.0,0.0
278.png,10.0,10.0,1.0,1.0,5.0
282.png,10.0,1.0,3.0,0.0,9.0
1481.png,10.0,10.0,8.0,6.0,1.0
1010.png,10.0,10.0,1.0,8.0,0.0
1817.png,10.0,10.0,10.0,1.0,6.0
1405.png,10.0,10.0,2.0,5.0,2.0
527.png,10.0,10.0,10.0,9.0,0.0
1344.png,10.0,10.0,4.0,0.0,2.0
773.png,10.0,1.0,3.0,5.0,8.0
464.png,10.0,10.0,3.0,6.0,7.0
1267.png,10.0,10.0,10.0,10.0,4.0
480.png,10.0,10.0,10.0,2.0,3.0
568.png,10.0,10.0,10.0,2.0,9.0
1434.png,10.0,10.0,10.0,5.0,0.0
488.png,10.0,10.0,3.0,3.0,5.0
629.png,10.0,10.0,10.0,3.0,3.0
507.png,10.0,10.0,10.0,3.0,7.0
878.png,10.0,10.0,10.0,6.0,0.0
547.png,10.0,1.0,8.0,5.0,7.0
1341.png,10.0,10.0,2.0,2.0,3.0
1371.png,10.0,10.0,3.0,1.0,0.0
331.png,10.0,10.0,1.0,3.0,2.0
1028.png,10.0,10.0,2.0,5.0,1.0
1376.png,10.0,10.0,1.0,7.0,2.0
1720.png,10.0,10.0,1.0,8.0,0.0
374.png,10.0,10.0,5.0,6.0,0.0
1581.png,10.0,10.0,10.0,4.0,7.0
1583.png,10.0,10.0,10.0,4.0,2.0
544.png,10.0,10.0,10.0,7.0,6.0
783.png,10.0,10.0,10.0,5.0,0.0
1736.png,10.0,10.0,10.0,7.0,3.0
826.png,10.0,2.0,4.0,7.0,0.0
1363.png,10.0,10.0,4.0,6.0,1.0
1484.png,10.0,10.0,5.0,5.0,7.0
1502.png,10.0,10.0,1.0,0.0,9.0
551.png,10.0,10.0,1.0,4.0,7.0
1811.png,10.0,10.0,4.0,4.0,3.0
93.png,10.0,2.0,3.0,5.0,9.0
581.png,10.0,10.0,10.0,2.0,3.0
1607.png,10.0,1.0,2.0,2.0,6.0
892.png,10.0,10.0,10.0,2.0,7.0
682.png,10.0,10.0,10.0,10.0,4.0
1413.png,10.0,10.0,3.0,8.0,5.0
1723.png,10.0,10.0,10.0,4.0,4.0
601.png,10.0,10.0,10.0,5.0,7.0
183.png,10.0,10.0,10.0,2.0,4.0
652.png,10.0,10.0,10.0,2.0,7.0
1310.png,10.0,10.0,10.0,10.0,3.0
1576.png,10.0,10.0,1.0,0.0,8.0
381.png,10.0,10.0,9.0,7.0,3.0
1768.png,10.0,1.0,0.0,3.0,1.0
1304.png,10.0,10.0,10.0,8.0,1.0
1375.png,10.0,10.0,4.0,6.0,5.0
711.png,10.0,10.0,1.0,8.0,8.0
1163.png,10.0,10.0,1.0,9.0,1.0
872.png,10.0,10.0,10.0,3.0,0.0
1764.png,10.0,10.0,2.0,1.0,3.0
1082.png,10.0,10.0,2.0,0.0,9.0
1772.png,10.0,10.0,6.0,4.0,5.0
1655.png,10.0,10.0,1.0,4.0,4.0
1213.png,10.0,10.0,6.0,3.0,3.0
1089.png,10.0,10.0,10.0,2.0,7.0
1620.png,10.0,10.0,10.0,1.0,3.0
1711.png,10.0,10.0,1.0,3.0,2.0
975.png,10.0,10.0,1.0,3.0,7.0
1867.png,10.0,10.0,1.0,3.0,4.0
1549.png,10.0,10.0,10.0,8.0,8.0
1840.png,10.0,10.0,10.0,1.0,3.0
736.png,10.0,1.0,1.0,7.0,7.0
