filename,0,1,2,3,4
11582.png,10.0,10.0,10.0,1.0,3.0
12502.png,10.0,10.0,10.0,1.0,7.0
12862.png,10.0,10.0,1.0,2.0,0.0
12405.png,10.0,10.0,10.0,10.0,4.0
13249.png,10.0,10.0,10.0,4.0,8.0
13111.png,10.0,10.0,1.0,2.0,3.0
12270.png,10.0,10.0,10.0,10.0,6.0
12841.png,10.0,10.0,10.0,3.0,2.0
13314.png,10.0,10.0,1.0,6.0,5.0
13166.png,10.0,10.0,3.0,4.0,4.0
13203.png,10.0,10.0,2.0,5.0,1.0
11466.png,10.0,10.0,10.0,4.0,2.0
11805.png,10.0,10.0,10.0,7.0,1.0
11656.png,10.0,10.0,1.0,2.0,7.0
12972.png,10.0,10.0,10.0,10.0,6.0
12980.png,10.0,2.0,1.0,7.0,6.0
12045.png,10.0,10.0,10.0,4.0,2.0
12288.png,10.0,1.0,1.0,5.0,2.0
11977.png,10.0,10.0,2.0,5.0,9.0
12880.png,10.0,10.0,3.0,1.0,4.0
11531.png,10.0,10.0,1.0,8.0,0.0
11648.png,10.0,10.0,10.0,10.0,9.0
13150.png,10.0,10.0,7.0,5.0,7.0
12583.png,10.0,2.0,0.0,0.0,7.0
11628.png,10.0,10.0,10.0,1.0,4.0
13115.png,10.0,10.0,4.0,7.0,5.0
12434.png,10.0,10.0,10.0,9.0,3.0
12541.png,10.0,10.0,1.0,2.0,7.0
12758.png,10.0,10.0,2.0,9.0,9.0
12845.png,10.0,1.0,9.0,0.0,2.0
12452.png,10.0,10.0,10.0,10.0,2.0
11674.png,10.0,10.0,1.0,1.0,8.0
12650.png,10.0,10.0,10.0,6.0,0.0
11461.png,10.0,10.0,10.0,6.0,9.0
12561.png,10.0,10.0,10.0,8.0,9.0
11441.png,10.0,4.0,2.0,3.0,8.0
11514.png,10.0,10.0,2.0,1.0,1.0
11762.png,10.0,10.0,10.0,10.0,7.0
12036.png,10.0,10.0,10.0,2.0,3.0
12622.png,10.0,10.0,3.0,1.0,2.0
11931.png,10.0,10.0,10.0,7.0,7.0
13260.png,10.0,1.0,0.0,1.0,2.0
12459.png,10.0,10.0,6.0,4.0,0.0
12477.png,10.0,10.0,1.0,2.0,5.0
12635.png,10.0,10.0,1.0,6.0,2.0
12896.png,10.0,10.0,5.0,7.0,9.0
11783.png,10.0,10.0,1.0,3.0,1.0
12298.png,10.0,10.0,3.0,7.0,0.0
12983.png,10.0,10.0,10.0,2.0,8.0
11481.png,10.0,10.0,10.0,5.0,7.0
12182.png,10.0,10.0,10.0,9.0,5.0
12348.png,10.0,10.0,2.0,3.0,1.0
12888.png,10.0,10.0,10.0,1.0,8.0
13098.png,10.0,10.0,10.0,1.0,3.0
12326.png,10.0,10.0,10.0,2.0,8.0
13206.png,10.0,10.0,1.0,8.0,3.0
13311.png,10.0,10.0,1.0,0.0,7.0
11818.png,10.0,10.0,2.0,0.0,9.0
12470.png,10.0,10.0,1.0,3.0,1.0
11731.png,10.0,10.0,2.0,3.0,0.0
12440.png,10.0,10.0,10.0,3.0,2.0
11996.png,10.0,10.0,10.0,8.0,8.0
13031.png,10.0,10.0,8.0,0.0,6.0
12386.png,10.0,10.0,10.0,2.0,0.0
12415.png,10.0,10.0,1.0,7.0,0.0
12447.png,10.0,10.0,4.0,2.0,7.0
13283.png,10.0,10.0,10.0,3.0,7.0
12259.png,10.0,10.0,10.0,1.0,3.0
12545.png,10.0,10.0,2.0,1.0,4.0
12284.png,10.0,10.0,2.0,5.0,3.0
12494.png,10.0,1.0,6.0,8.0,3.0
11679.png,10.0,10.0,2.0,4.0,3.0
12807.png,10.0,10.0,8.0,6.0,4.0
13169.png,10.0,10.0,1.0,4.0,0.0
11700.png,10.0,10.0,3.0,0.0,7.0
12217.png,10.0,10.0,6.0,0.0,5.0
11715.png,10.0,10.0,10.0,1.0,6.0
11801.png,10.0,10.0,3.0,2.0,7.0
12746.png,10.0,10.0,1.0,7.0,8.0
12521.png,10.0,10.0,4.0,2.0,7.0
12351.png,10.0,10.0,10.0,6.0,1.0
12142.png,10.0,10.0,2.0,0.0,5.0
12408.png,10.0,10.0,10.0,2.0,7.0
13022.png,10.0,10.0,10.0,1.0,7.0
12968.png,10.0,10.0,8.0,8.0,7.0
12341.png,10.0,10.0,10.0,5.0,5.0
13259.png,10.0,10.0,10.0,3.0,4.0
13275.png,10.0,10.0,10.0,2.0,2.0
12343.png,10.0,10.0,10.0,3.0,0.0
12846.png,10.0,10.0,1.0,2.0,4.0
13193.png,10.0,10.0,10.0,8.0,0.0
11961.png,10.0,10.0,4.0,1.0,0.0
12549.png,10.0,4.0,6.0,3.0,0.0
11569.png,10.0,10.0,10.0,2.0,1.0
11685.png,10.0,10.0,10.0,1.0,3.0
11720.png,10.0,10.0,10.0,3.0,8.0
12409.png,10.0,10.0,1.0,7.0,0.0
12847.png,10.0,10.0,10.0,7.0,5.0
12185.png,10.0,10.0,6.0,5.0,2.0
12018.png,10.0,1.0,3.0,2.0,6.0
12268.png,10.0,10.0,1.0,6.0,9.0
12497.png,10.0,10.0,10.0,2.0,8.0
12871.png,10.0,10.0,2.0,3.0,9.0
12353.png,10.0,10.0,1.0,4.0,0.0
11792.png,10.0,10.0,2.0,9.0,8.0
12201.png,10.0,10.0,10.0,6.0,8.0
13220.png,10.0,10.0,5.0,9.0,7.0
12557.png,10.0,10.0,2.0,9.0,2.0
12612.png,10.0,10.0,10.0,9.0,4.0
12757.png,10.0,10.0,3.0,0.0,9.0
11459.png,10.0,10.0,2.0,7.0,1.0
12737.png,10.0,10.0,3.0,0.0,0.0
12839.png,10.0,10.0,10.0,3.0,4.0
12435.png,10.0,10.0,10.0,2.0,8.0
12320.png,10.0,10.0,10.0,7.0,2.0
12242.png,10.0,10.0,10.0,3.0,4.0
12211.png,10.0,10.0,4.0,4.0,6.0
12077.png,10.0,10.0,1.0,1.0,5.0
12019.png,10.0,10.0,10.0,9.0,2.0
12904.png,10.0,10.0,10.0,2.0,7.0
12000.png,10.0,10.0,10.0,10.0,0.0
12107.png,10.0,4.0,6.0,0.0,5.0
12513.png,10.0,10.0,10.0,1.0,2.0
12200.png,10.0,10.0,4.0,1.0,1.0
12767.png,10.0,10.0,10.0,10.0,7.0
12653.png,10.0,10.0,2.0,4.0,6.0
11798.png,10.0,10.0,10.0,6.0,9.0
11456.png,10.0,10.0,10.0,4.0,0.0
12760.png,10.0,10.0,2.0,4.0,1.0
11624.png,10.0,10.0,10.0,2.0,6.0
12046.png,10.0,10.0,10.0,1.0,0.0
12281.png,10.0,10.0,4.0,6.0,8.0
12154.png,10.0,10.0,2.0,5.0,9.0
12336.png,10.0,10.0,8.0,8.0,8.0
11823.png,10.0,10.0,5.0,6.0,0.0
11814.png,10.0,2.0,5.0,3.0,7.0
11699.png,10.0,1.0,6.0,5.0,2.0
11822.png,10.0,10.0,4.0,2.0,9.0
12486.png,10.0,10.0,10.0,5.0,0.0
12799.png,10.0,10.0,10.0,7.0,0.0
12043.png,10.0,10.0,10.0,2.0,9.0
12684.png,10.0,10.0,10.0,10.0,7.0
13144.png,10.0,10.0,10.0,7.0,4.0
11655.png,10.0,10.0,10.0,1.0,2.0
12940.png,10.0,10.0,1.0,0.0,6.0
11901.png,10.0,10.0,8.0,0.0,0.0
12112.png,10.0,10.0,2.0,1.0,9.0
11415.png,10.0,10.0,10.0,4.0,8.0
11704.png,10.0,10.0,10.0,3.0,1.0
11583.png,10.0,10.0,4.0,9.0,0.0
12579.png,10.0,10.0,1.0,1.0,5.0
11707.png,10.0,10.0,4.0,6.0,0.0
11964.png,10.0,10.0,2.0,8.0,3.0
12233.png,10.0,10.0,10.0,5.0,5.0
12229.png,10.0,10.0,2.0,4.0,8.0
13196.png,10.0,10.0,4.0,3.0,7.0
11871.png,10.0,10.0,4.0,5.0,3.0
13059.png,10.0,10.0,10.0,3.0,6.0
12269.png,10.0,10.0,2.0,8.0,4.0
12600.png,10.0,10.0,1.0,1.0,9.0
12551.png,10.0,10.0,10.0,7.0,5.0
11791.png,10.0,10.0,2.0,9.0,9.0
11577.png,10.0,10.0,3.0,5.0,8.0
12976.png,10.0,10.0,10.0,10.0,9.0
12698.png,10.0,10.0,10.0,2.0,9.0
11809.png,10.0,10.0,1.0,6.0,6.0
11913.png,10.0,10.0,10.0,8.0,7.0
13281.png,10.0,10.0,10.0,10.0,7.0
13033.png,10.0,1.0,3.0,6.0,7.0
13046.png,10.0,10.0,10.0,10.0,4.0
11717.png,10.0,10.0,1.0,1.0,4.0
12520.png,10.0,10.0,3.0,7.0,3.0
12724.png,10.0,10.0,1.0,2.0,8.0
12066.png,10.0,10.0,1.0,0.0,4.0
13254.png,10.0,10.0,1.0,1.0,4.0
12357.png,10.0,10.0,10.0,8.0,7.0
11740.png,10.0,1.0,1.0,8.0,8.0
12569.png,10.0,10.0,10.0,1.0,4.0
12564.png,10.0,10.0,4.0,5.0,6.0
12743.png,10.0,1.0,1.0,3.0,9.0
11426.png,10.0,10.0,10.0,10.0,9.0
11891.png,10.0,10.0,10.0,9.0,3.0
11939.png,10.0,10.0,10.0,9.0,6.0
12571.png,10.0,10.0,2.0,3.0,1.0
11735.png,10.0,10.0,10.0,2.0,7.0
11703.png,10.0,10.0,4.0,0.0,7.0
12593.png,10.0,10.0,3.0,0.0,9.0
13140.png,10.0,10.0,1.0,4.0,1.0
13044.png,10.0,10.0,2.0,5.0,6.0
12500.png,10.0,10.0,10.0,2.0,4.0
12778.png,10.0,10.0,1.0,0.0,3.0
12996.png,10.0,10.0,1.0,8.0,0.0
12515.png,10.0,10.0,10.0,3.0,1.0
12429.png,10.0,10.0,10.0,2.0,0.0
12280.png,10.0,10.0,3.0,7.0,2.0
11635.png,10.0,10.0,9.0,2.0,1.0
12312.png,10.0,10.0,1.0,2.0,7.0
12943.png,10.0,10.0,4.0,3.0,0.0
11847.png,10.0,10.0,10.0,2.0,3.0
13152.png,10.0,10.0,9.0,5.0,4.0
11770.png,10.0,10.0,10.0,2.0,1.0
12261.png,10.0,10.0,3.0,2.0,0.0
11947.png,10.0,10.0,2.0,4.0,2.0
11687.png,10.0,10.0,3.0,9.0,1.0
13007.png,10.0,10.0,10.0,2.0,8.0
11698.png,10.0,10.0,10.0,3.0,1.0
11769.png,10.0,10.0,10.0,8.0,7.0
12137.png,10.0,10.0,9.0,2.0,0.0
11884.png,10.0,10.0,10.0,1.0,0.0
11701.png,10.0,10.0,10.0,5.0,2.0
12110.png,10.0,10.0,10.0,2.0,9.0
12169.png,10.0,10.0,10.0,2.0,1.0
11430.png,10.0,10.0,10.0,1.0,1.0
12790.png,10.0,10.0,6.0,1.0,7.0
13288.png,10.0,10.0,10.0,2.0,2.0
11431.png,10.0,10.0,3.0,7.0,0.0
12443.png,10.0,10.0,1.0,0.0,0.0
11476.png,10.0,10.0,10.0,7.0,4.0
12096.png,10.0,10.0,10.0,9.0,7.0
12574.png,10.0,10.0,2.0,3.0,5.0
12173.png,10.0,10.0,3.0,2.0,4.0
12732.png,10.0,10.0,3.0,9.0,0.0
11506.png,10.0,10.0,10.0,3.0,5.0
13175.png,10.0,10.0,4.0,1.0,0.0
11633.png,10.0,10.0,3.0,1.0,1.0
12193.png,10.0,10.0,1.0,2.0,3.0
12033.png,10.0,10.0,1.0,3.0,0.0
12833.png,10.0,10.0,10.0,10.0,8.0
12367.png,10.0,10.0,2.0,9.0,7.0
12315.png,10.0,2.0,2.0,0.0,8.0
12014.png,10.0,1.0,0.0,3.0,2.0
12850.png,10.0,10.0,8.0,4.0,3.0
12964.png,10.0,10.0,8.0,0.0,0.0
13023.png,10.0,10.0,1.0,6.0,0.0
12216.png,10.0,1.0,2.0,6.0,1.0
12403.png,10.0,10.0,10.0,2.0,6.0
11550.png,10.0,10.0,10.0,4.0,9.0
11621.png,10.0,10.0,1.0,0.0,1.0
12676.png,10.0,10.0,3.0,4.0,4.0
12247.png,10.0,10.0,2.0,1.0,6.0
11644.png,10.0,10.0,6.0,5.0,0.0
12610.png,10.0,10.0,2.0,4.0,6.0
13248.png,10.0,10.0,6.0,2.0,3.0
14721.png,10.0,10.0,10.0,2.0,2.0
14821.png,10.0,10.0,10.0,3.0,5.0
14232.png,10.0,10.0,10.0,2.0,0.0
14557.png,10.0,10.0,10.0,6.0,3.0
14657.png,10.0,10.0,3.0,1.0,6.0
14723.png,10.0,10.0,2.0,9.0,8.0
15175.png,10.0,1.0,1.0,0.0,3.0
13739.png,10.0,10.0,10.0,7.0,5.0
15004.png,10.0,10.0,5.0,2.0,1.0
14905.png,10.0,10.0,2.0,3.0,8.0
14066.png,10.0,10.0,1.0,5.0,3.0
14315.png,10.0,1.0,1.0,6.0,9.0
14522.png,10.0,10.0,10.0,3.0,6.0
14874.png,10.0,10.0,10.0,3.0,9.0
13772.png,10.0,10.0,1.0,8.0,2.0
13983.png,10.0,10.0,3.0,6.0,7.0
14184.png,10.0,10.0,1.0,5.0,5.0
13700.png,10.0,4.0,0.0,1.0,7.0
14497.png,10.0,10.0,3.0,2.0,1.0
14050.png,10.0,10.0,4.0,9.0,0.0
14423.png,10.0,10.0,10.0,5.0,7.0
14715.png,10.0,10.0,10.0,1.0,7.0
13371.png,10.0,10.0,3.0,8.0,2.0
14049.png,10.0,10.0,10.0,4.0,7.0
14658.png,10.0,10.0,2.0,0.0,6.0
14859.png,10.0,10.0,2.0,4.0,1.0
14740.png,10.0,10.0,1.0,4.0,9.0
13408.png,10.0,10.0,2.0,8.0,6.0
15147.png,10.0,10.0,10.0,1.0,6.0
13899.png,10.0,1.0,8.0,5.0,4.0
13789.png,10.0,10.0,10.0,7.0,1.0
13620.png,10.0,10.0,3.0,9.0,6.0
14486.png,10.0,10.0,10.0,2.0,6.0
14393.png,10.0,10.0,10.0,10.0,9.0
14151.png,10.0,10.0,3.0,4.0,2.0
14736.png,10.0,10.0,10.0,8.0,6.0
14955.png,10.0,10.0,2.0,1.0,7.0
13794.png,10.0,10.0,1.0,9.0,9.0
14918.png,10.0,1.0,3.0,0.0,9.0
13701.png,10.0,10.0,2.0,7.0,5.0
14560.png,10.0,1.0,3.0,1.0,2.0
14137.png,10.0,10.0,2.0,7.0,0.0
13744.png,10.0,10.0,8.0,8.0,3.0
14975.png,10.0,10.0,7.0,4.0,5.0
15205.png,10.0,10.0,2.0,1.0,3.0
14448.png,10.0,10.0,10.0,8.0,0.0
13433.png,10.0,10.0,10.0,4.0,8.0
13792.png,10.0,10.0,10.0,2.0,9.0
13927.png,10.0,10.0,10.0,3.0,3.0
13837.png,10.0,10.0,10.0,2.0,7.0
13889.png,10.0,10.0,2.0,4.0,8.0
14289.png,10.0,10.0,10.0,1.0,0.0
14342.png,10.0,10.0,2.0,8.0,1.0
13892.png,10.0,1.0,8.0,2.0,1.0
14552.png,10.0,10.0,8.0,0.0,2.0
14829.png,10.0,10.0,1.0,9.0,8.0
15149.png,10.0,10.0,10.0,4.0,8.0
14611.png,10.0,10.0,3.0,8.0,0.0
14834.png,10.0,10.0,10.0,1.0,7.0
14780.png,10.0,10.0,1.0,2.0,0.0
13731.png,10.0,10.0,5.0,1.0,6.0
13495.png,10.0,10.0,1.0,5.0,2.0
13862.png,10.0,10.0,10.0,2.0,9.0
15080.png,10.0,10.0,1.0,1.0,0.0
13663.png,10.0,10.0,1.0,0.0,1.0
14734.png,10.0,10.0,1.0,5.0,1.0
14356.png,10.0,10.0,10.0,3.0,0.0
13958.png,10.0,10.0,2.0,6.0,9.0
15115.png,10.0,10.0,10.0,5.0,2.0
14118.png,10.0,10.0,2.0,0.0,0.0
14281.png,10.0,10.0,10.0,2.0,5.0
14452.png,10.0,10.0,5.0,4.0,9.0
13317.png,10.0,10.0,10.0,7.0,0.0
15021.png,10.0,10.0,10.0,8.0,4.0
13517.png,10.0,10.0,10.0,2.0,2.0
14178.png,10.0,10.0,10.0,8.0,0.0
14238.png,10.0,10.0,1.0,3.0,0.0
14592.png,10.0,10.0,1.0,5.0,4.0
14441.png,10.0,10.0,10.0,9.0,4.0
14589.png,10.0,10.0,2.0,8.0,2.0
14885.png,10.0,10.0,2.0,5.0,0.0
13942.png,10.0,10.0,10.0,10.0,6.0
14868.png,10.0,10.0,2.0,5.0,1.0
14857.png,10.0,10.0,1.0,0.0,0.0
13690.png,10.0,10.0,10.0,7.0,8.0
14329.png,10.0,10.0,4.0,5.0,5.0
13785.png,10.0,10.0,1.0,4.0,6.0
14907.png,10.0,10.0,3.0,1.0,5.0
13605.png,10.0,10.0,10.0,2.0,7.0
13989.png,10.0,10.0,3.0,9.0,3.0
14240.png,10.0,10.0,4.0,4.0,0.0
13518.png,10.0,10.0,5.0,1.0,0.0
13571.png,10.0,10.0,10.0,1.0,7.0
15108.png,10.0,10.0,1.0,2.0,8.0
13824.png,10.0,10.0,1.0,1.0,4.0
15050.png,10.0,10.0,3.0,3.0,4.0
14862.png,10.0,10.0,10.0,5.0,2.0
13774.png,10.0,10.0,1.0,2.0,5.0
13614.png,10.0,10.0,1.0,8.0,1.0
15010.png,10.0,10.0,10.0,6.0,9.0
13828.png,10.0,10.0,4.0,2.0,3.0
14727.png,10.0,10.0,1.0,4.0,1.0
13750.png,10.0,10.0,10.0,2.0,1.0
14988.png,10.0,10.0,10.0,9.0,6.0
13672.png,10.0,10.0,10.0,5.0,4.0
14428.png,10.0,10.0,1.0,5.0,8.0
13819.png,10.0,10.0,1.0,4.0,0.0
14945.png,10.0,10.0,1.0,8.0,5.0
14967.png,10.0,10.0,10.0,1.0,2.0
13842.png,10.0,10.0,2.0,5.0,8.0
14290.png,10.0,10.0,10.0,6.0,7.0
13960.png,10.0,10.0,10.0,8.0,9.0
14781.png,10.0,10.0,2.0,3.0,3.0
14483.png,10.0,10.0,1.0,6.0,7.0
14524.png,10.0,10.0,10.0,10.0,6.0
14090.png,10.0,10.0,1.0,9.0,5.0
13688.png,10.0,10.0,6.0,9.0,3.0
13804.png,10.0,10.0,2.0,8.0,0.0
13849.png,10.0,10.0,1.0,5.0,4.0
13995.png,10.0,10.0,2.0,1.0,3.0
14039.png,10.0,10.0,10.0,7.0,8.0
14521.png,10.0,10.0,10.0,7.0,6.0
13721.png,10.0,4.0,6.0,9.0,9.0
15023.png,10.0,10.0,8.0,9.0,0.0
13568.png,10.0,10.0,2.0,1.0,1.0
14427.png,10.0,10.0,10.0,3.0,7.0
14820.png,10.0,10.0,10.0,4.0,1.0
13845.png,10.0,10.0,10.0,2.0,2.0
14309.png,10.0,10.0,1.0,7.0,7.0
14579.png,10.0,10.0,10.0,2.0,1.0
14808.png,10.0,4.0,5.0,2.0,6.0
14110.png,10.0,10.0,2.0,9.0,5.0
14140.png,10.0,10.0,4.0,4.0,5.0
15034.png,10.0,10.0,1.0,1.0,2.0
13601.png,10.0,10.0,3.0,0.0,0.0
14912.png,10.0,10.0,1.0,7.0,6.0
13554.png,10.0,2.0,7.0,9.0,0.0
14340.png,10.0,10.0,4.0,8.0,0.0
14260.png,10.0,10.0,1.0,1.0,8.0
14104.png,10.0,10.0,10.0,8.0,2.0
14985.png,10.0,10.0,1.0,4.0,1.0
13757.png,10.0,10.0,1.0,4.0,9.0
15070.png,10.0,10.0,3.0,2.0,8.0
14637.png,10.0,10.0,2.0,0.0,8.0
15141.png,10.0,10.0,2.0,2.0,3.0
14374.png,10.0,10.0,3.0,7.0,9.0
13432.png,10.0,10.0,2.0,4.0,5.0
13373.png,10.0,10.0,10.0,1.0,8.0
13675.png,10.0,10.0,5.0,2.0,7.0
14250.png,10.0,10.0,10.0,4.0,7.0
14900.png,10.0,10.0,2.0,3.0,9.0
13382.png,10.0,10.0,3.0,5.0,5.0
14344.png,10.0,10.0,10.0,1.0,2.0
13810.png,10.0,10.0,10.0,10.0,1.0
14366.png,10.0,10.0,4.0,7.0,6.0
14472.png,10.0,10.0,10.0,10.0,6.0
14530.png,10.0,10.0,10.0,10.0,5.0
14100.png,10.0,10.0,10.0,6.0,9.0
13360.png,10.0,10.0,10.0,4.0,5.0
13957.png,10.0,10.0,10.0,2.0,8.0
14332.png,10.0,10.0,3.0,0.0,0.0
13970.png,10.0,10.0,10.0,2.0,0.0
14018.png,10.0,10.0,10.0,8.0,0.0
15142.png,10.0,10.0,10.0,7.0,5.0
15054.png,10.0,10.0,1.0,8.0,0.0
14400.png,10.0,10.0,2.0,3.0,0.0
14416.png,10.0,10.0,10.0,3.0,2.0
13671.png,10.0,10.0,9.0,4.0,1.0
14672.png,10.0,10.0,3.0,7.0,7.0
14159.png,10.0,10.0,6.0,0.0,6.0
13963.png,10.0,10.0,4.0,5.0,8.0
15143.png,10.0,10.0,3.0,2.0,6.0
13826.png,10.0,10.0,10.0,10.0,2.0
14823.png,10.0,10.0,2.0,3.0,8.0
13951.png,10.0,10.0,6.0,7.0,0.0
13811.png,10.0,10.0,10.0,4.0,5.0
13416.png,10.0,10.0,1.0,0.0,7.0
14575.png,10.0,10.0,10.0,2.0,1.0
14873.png,10.0,10.0,10.0,8.0,4.0
13404.png,10.0,1.0,1.0,8.0,3.0
14231.png,10.0,10.0,10.0,1.0,9.0
15136.png,10.0,10.0,1.0,3.0,5.0
13378.png,10.0,10.0,10.0,2.0,6.0
14968.png,10.0,10.0,10.0,3.0,1.0
13394.png,10.0,10.0,10.0,3.0,9.0
15005.png,10.0,10.0,10.0,5.0,1.0
13398.png,10.0,10.0,10.0,2.0,6.0
13320.png,10.0,10.0,3.0,5.0,8.0
14651.png,10.0,10.0,3.0,9.0,0.0
13635.png,10.0,10.0,10.0,2.0,4.0
13848.png,10.0,10.0,4.0,1.0,1.0
14354.png,10.0,10.0,1.0,0.0,5.0
13691.png,10.0,10.0,10.0,4.0,2.0
14789.png,10.0,10.0,5.0,1.0,5.0
14800.png,10.0,10.0,3.0,0.0,7.0
13775.png,10.0,10.0,10.0,4.0,6.0
14675.png,10.0,2.0,0.0,5.0,7.0
14294.png,10.0,10.0,2.0,4.0,2.0
13980.png,10.0,10.0,1.0,1.0,8.0
14291.png,10.0,10.0,2.0,6.0,3.0
15047.png,10.0,10.0,2.0,2.0,2.0
14571.png,10.0,10.0,10.0,2.0,4.0
15057.png,10.0,10.0,10.0,9.0,7.0
15074.png,10.0,10.0,10.0,10.0,2.0
13645.png,10.0,10.0,4.0,9.0,5.0
13840.png,10.0,10.0,10.0,10.0,3.0
14989.png,10.0,10.0,6.0,0.0,5.0
13806.png,10.0,10.0,10.0,1.0,3.0
13647.png,10.0,10.0,10.0,9.0,7.0
14462.png,10.0,10.0,10.0,5.0,1.0
13582.png,10.0,10.0,3.0,8.0,8.0
14871.png,10.0,10.0,10.0,2.0,2.0
15002.png,10.0,10.0,2.0,0.0,9.0
15037.png,10.0,10.0,1.0,5.0,8.0
15016.png,10.0,10.0,10.0,5.0,9.0
14861.png,10.0,10.0,3.0,1.0,0.0
13407.png,10.0,10.0,1.0,5.0,7.0
14556.png,10.0,10.0,10.0,3.0,4.0
14958.png,10.0,10.0,3.0,2.0,0.0
13454.png,10.0,10.0,7.0,7.0,6.0
15069.png,10.0,10.0,2.0,3.0,2.0
14830.png,10.0,10.0,3.0,3.0,7.0
13429.png,10.0,10.0,10.0,1.0,9.0
14377.png,10.0,10.0,5.0,2.0,0.0
13730.png,10.0,10.0,3.0,6.0,0.0
14759.png,10.0,10.0,10.0,8.0,0.0
13817.png,10.0,10.0,1.0,8.0,1.0
13488.png,10.0,10.0,10.0,9.0,4.0
14163.png,10.0,10.0,10.0,1.0,3.0
14407.png,10.0,10.0,1.0,7.0,1.0
14586.png,10.0,10.0,10.0,2.0,1.0
14559.png,10.0,10.0,2.0,2.0,5.0
14175.png,10.0,10.0,10.0,1.0,1.0
13886.png,10.0,10.0,4.0,5.0,6.0
13659.png,10.0,10.0,10.0,4.0,4.0
14453.png,10.0,10.0,10.0,9.0,6.0
13796.png,10.0,10.0,10.0,9.0,6.0
13376.png,10.0,10.0,10.0,6.0,3.0
13712.png,10.0,10.0,10.0,1.0,7.0
13652.png,10.0,10.0,10.0,8.0,3.0
15124.png,10.0,10.0,4.0,4.0,2.0
13357.png,10.0,10.0,3.0,2.0,1.0
13504.png,10.0,10.0,1.0,6.0,9.0
15025.png,10.0,10.0,10.0,10.0,2.0
